96,707.924
128,712.439
160,129.362
192,704.186
224,682.477
256,690.945
288,680.413
320,511.836
352,219.611
384,247.685
416,251.263
448,265.429
480,276.057
512,279.266
544,297.284
576,309.183
608,327.524
640,329.511
672,605.412
704,450.929
736,615.223
768,644.566
800,493.373
832,604.192
864,621.224
896,634.325
928,617.363
960,627.863
992,621.562
1024,519.702
1056,532.069
1088,538.039
1120,529.496
1152,546.715
1184,535.887
1216,451.820
1248,431.377
1280,443.968
1312,481.917
1344,510.489
1376,389.299
1408,507.853
1440,400.961
1472,533.831
1504,510.464
1536,532.650
1568,526.709
1600,561.266
1632,527.798
1664,438.324
1696,445.526
1728,448.218
1760,563.634
1792,443.070
1824,562.775
1856,578.150
1888,451.365
1920,446.908
1952,453.949
1984,463.689
2016,471.502
2048,457.943
2080,461.774
2112,477.163
2144,493.921
2176,477.716
2208,473.299
2240,478.927
2272,468.858
2304,467.275
2336,454.748
2368,414.158
2400,645.660
2432,545.407
2464,626.384
2496,625.246
2528,609.202
2560,628.263
2592,610.195
2624,571.182
2656,646.849
2688,629.559
2720,553.196
2752,606.595
2784,632.134
2816,581.362
2848,616.042
2880,584.286
2912,522.127
2944,516.177
2976,597.402
3008,609.791
3040,568.366
3072,586.881
3104,549.967
3136,608.935
3168,614.295
3200,616.791
3232,588.450
3264,606.112
3296,565.000
3328,594.749
3360,600.207
3392,599.643
3424,580.322
3456,492.122
3488,583.672
3520,588.768
3552,569.610
3584,527.308
3616,533.811
3648,535.351
3680,506.232
3712,520.390
3744,531.099
3776,527.196
3808,521.095
3840,520.200
3872,606.280
3904,592.055
3936,607.439
3968,602.876
4000,595.489
4032,566.974
4064,602.354
4096,583.850
4128,616.193
4160,553.996
4192,556.004
4224,583.990
4256,527.741
4288,519.185
4320,524.287
4352,524.989
4384,533.464
4416,534.393
4448,523.386
4480,531.622
4512,540.176
4544,584.679
4576,607.875
4608,592.877
4640,582.474
4672,615.456
4704,564.841
4736,558.194
4768,556.344
4800,565.815
4832,587.511
4864,561.923
4896,579.735
4928,545.788
4960,559.824
4992,606.849
5024,575.906
5056,566.558
5088,534.729
5120,520.218
5152,598.718
5184,521.018
5216,525.356
5248,586.034
5280,516.763
5312,610.040
5344,587.779
5376,559.634
5408,524.668
5440,560.887
5472,551.913
5504,521.857
5536,563.877
5568,557.171
5600,560.956
5632,546.748
5664,593.466
5696,574.926
5728,593.233
5760,589.688
5792,600.241
5824,595.065
5856,599.088
5888,525.762
5920,577.636
5952,549.926
5984,586.389
6016,551.167
6048,564.216
6080,559.339
6112,560.153
6144,319.008
6176,558.604
6208,556.667
6240,560.841
6272,578.754
6304,572.752
6336,583.171
6368,576.745
6400,561.007
6432,576.009
6464,589.947
6496,578.155
6528,599.451
6560,590.111
6592,590.598
6624,581.179
6656,578.266
6688,581.556
6720,609.158
6752,597.914
6784,585.567
6816,597.453
6848,577.342
6880,595.837
6912,573.430
6944,588.287
6976,607.674
7008,583.652
7040,579.537
7072,601.267
7104,578.592
7136,564.917
7168,566.600
7200,573.951
7232,551.721
7264,536.808
7296,564.075
7328,569.296
7360,594.627
7392,586.841
7424,550.586
7456,555.130
7488,573.544
7520,542.326
7552,575.938
7584,565.926
7616,554.113
7648,560.728
7680,583.706
7712,579.344
7744,601.518
7776,545.020
7808,575.937
7840,572.340
7872,574.951
7904,576.803
7936,552.711
7968,574.688
8000,592.431
8032,576.156
8064,581.863
8096,561.744
8128,575.606
8160,583.013
8192,268.441
