96,711.998
128,635.444
160,651.900
192,649.777
224,659.185
256,622.331
288,591.626
320,594.730
352,456.128
384,476.462
416,463.457
448,483.666
480,498.103
512,499.878
544,508.812
576,512.139
608,509.775
640,509.940
672,547.900
704,633.815
736,622.635
768,557.137
800,633.715
832,629.189
864,629.443
896,608.649
928,600.366
960,631.780
992,624.853
1024,618.201
1056,599.994
1088,597.497
1120,575.340
1152,580.907
1184,627.909
1216,628.431
1248,614.576
1280,599.260
1312,606.587
1344,594.064
1376,617.617
1408,634.303
1440,595.212
1472,609.721
1504,644.812
1536,636.801
1568,639.584
1600,624.913
1632,609.962
1664,614.444
1696,619.367
1728,615.151
1760,596.542
1792,582.429
1824,595.219
1856,581.270
1888,577.080
1920,582.346
1952,566.552
1984,572.344
2016,593.339
2048,569.412
2080,572.638
2112,568.410
2144,530.031
2176,557.118
2208,535.992
2240,538.310
2272,552.006
2304,543.706
2336,549.322
2368,516.114
2400,515.066
2432,529.607
2464,515.202
2496,612.945
2528,511.934
2560,504.737
2592,526.248
2624,511.893
2656,510.536
2688,509.261
2720,529.660
2752,604.789
2784,549.243
2816,556.319
2848,584.063
2880,485.075
2912,473.185
2944,375.895
2976,477.461
3008,497.064
3040,520.578
3072,579.908
3104,589.026
3136,442.775
3168,603.747
3200,607.165
3232,599.364
3264,493.370
3296,596.808
3328,582.194
3360,573.952
3392,583.788
3424,580.020
3456,577.235
3488,491.780
3520,570.364
3552,467.899
3584,551.535
3616,406.973
3648,562.676
3680,577.324
3712,568.753
3744,526.333
3776,572.980
3808,567.317
3840,587.505
3872,586.821
3904,517.338
3936,542.213
3968,585.214
4000,555.752
4032,599.155
4064,431.999
4096,577.536
4128,510.754
4160,589.570
4192,591.134
4224,593.553
4256,473.683
4288,535.437
4320,463.650
4352,565.232
4384,427.185
4416,559.807
4448,429.662
4480,585.773
4512,568.432
4544,582.103
4576,583.670
4608,573.853
4640,546.786
4672,427.932
4704,614.421
4736,452.497
4768,599.939
4800,442.781
4832,584.685
4864,417.276
4896,571.915
4928,432.215
4960,462.382
4992,573.602
5024,577.183
5056,551.779
5088,609.210
5120,541.772
5152,523.557
5184,589.759
5216,592.096
5248,573.921
5280,596.116
5312,588.059
5344,575.179
5376,562.639
5408,592.628
5440,561.876
5472,591.461
5504,587.818
5536,567.598
5568,583.659
5600,570.987
5632,547.952
5664,546.557
5696,607.864
5728,573.992
5760,551.622
5792,565.412
5824,592.535
5856,606.933
5888,592.140
5920,583.130
5952,608.046
5984,594.239
6016,594.371
6048,574.210
6080,558.248
6112,590.827
6144,321.727
6176,612.684
6208,598.932
6240,598.789
6272,593.674
6304,585.169
6336,595.237
6368,615.603
6400,572.588
6432,585.373
6464,589.259
6496,609.245
6528,570.619
6560,579.425
6592,577.658
6624,574.076
6656,560.975
6688,607.601
6720,580.204
6752,540.459
6784,547.985
6816,586.200
6848,542.486
6880,583.361
6912,522.465
6944,572.978
6976,556.684
7008,596.385
7040,571.671
7072,556.258
7104,547.303
7136,515.660
7168,543.024
7200,576.784
7232,549.639
7264,560.269
7296,584.545
7328,590.967
7360,583.892
7392,530.306
7424,524.052
7456,594.700
7488,586.097
7520,550.151
7552,581.730
7584,574.830
7616,576.865
7648,578.332
7680,558.060
7712,584.572
7744,571.003
7776,581.076
7808,578.122
7840,585.153
7872,591.047
7904,582.257
7936,558.174
7968,567.714
8000,595.579
8032,564.494
8064,569.389
8096,575.250
8128,570.956
8160,574.210
8192,268.575
